 DWS  (NON TE Data )Revenues,Service,Operator,Date,FY Budget,YTD Budget,YTD Actual,Year,Month,Day
Vodafone,FVNO,Vodafone,2025/Feb/1,0,0,16888,2025,Feb,1
RNR,,,2025/Feb/1,0,0,554516,2025,Feb,1
Orange,RNR,Orange,2025/Feb/1,0,0,554516,2025,Feb,1
Vodafone,RNR,Vodafone,2025/Feb/1,0,0,0,2025,Feb,1
Etisalat,RNR,Etisalat,2025/Feb/1,0,0,0,2025,Feb,1
Total  Revenues ,,,2025/Mar/1,672420107,672420107,741652172,2025,Mar,1
 Infrastructure Revenues,,,2025/Mar/1,367515613,367515613,436067174,2025,Mar,1
 Transmission Revenues,,,2025/Mar/1,259685887,259685887,301100766,2025,Mar,1
MNO's Transmission,,,2025/Mar/1,217385000,217385000,251253765,2025,Mar,1
Orange,MNO's Transmission,Orange,2025/Mar/1,59095833,59095833,91342583,2025,Mar,1
Vodafone,MNO's Transmission,Vodafone,2025/Mar/1,80226667,80226667,81847265,2025,Mar,1
Etisalat,MNO's Transmission,Etisalat,2025/Mar/1,78062500,78062500,78063917,2025,Mar,1
TX IRU ,,,2025/Mar/1,0,0,5843162,2025,Mar,1
Orange,TX IRU ,Orange,2025/Mar/1,0,0,4062304,2025,Mar,1
Vodafone,TX IRU ,Vodafone,2025/Mar/1,0,0,0,2025,Mar,1
Etisalat,TX IRU ,Etisalat,2025/Mar/1,0,0,1517700,2025,Mar,1
NCTS,TX IRU ,Others,2025/Mar/1,0,0,263158,2025,Mar,1
ISP's Transmission ,,,2025/Mar/1,42300887,42300887,44003838,2025,Mar,1
Orange Data,ISP's Transmission ,Orange,2025/Mar/1,3070833,3070833,4514397,2025,Mar,1
Vodafone Data,ISP's Transmission ,Vodafone,2025/Mar/1,10940000,10940000,10957737,2025,Mar,1
NOL,ISP's Transmission ,Etisalat,2025/Mar/1,24980000,24980000,24980000,2025,Mar,1
EGY Net,ISP's Transmission ,Etisalat,2025/Mar/1,1040833,1040833,1040833,2025,Mar,1
Noor,ISP's Transmission ,Others,2025/Mar/1,2167326,2167326,2387615,2025,Mar,1
Yalla Misr,ISP's Transmission ,Others,2025/Mar/1,0,0,0,2025,Mar,1
VSAT,ISP's Transmission ,Others,2025/Mar/1,101894,101894,123256,2025,Mar,1
 Colocation  Revenues,,,2025/Mar/1,73901472,73901472,85848668,2025,Mar,1
MNO's Colocation,,,2025/Mar/1,63888274,63888274,72711475,2025,Mar,1
Orange,MNO's Colocation,Orange,2025/Mar/1,16755740,16755740,16574585,2025,Mar,1
Vodafone,MNO's Colocation,Vodafone,2025/Mar/1,28706097,28706097,34740027,2025,Mar,1
Etisalat,MNO's Colocation,Etisalat,2025/Mar/1,18426437,18426437,21396863,2025,Mar,1
ISP's Colocation,,,2025/Mar/1,10013198,10013198,13137193,2025,Mar,1
Orange Data,ISP's Colocation,Orange,2025/Mar/1,3073528,3073528,4011449,2025,Mar,1
Vodafone Data,ISP's Colocation,Vodafone,2025/Mar/1,4792356,4792356,6209713,2025,Mar,1
NOL,ISP's Colocation,Etisalat,2025/Mar/1,1755365,1755365,1448845,2025,Mar,1
EGY Net,ISP's Colocation,Etisalat,2025/Mar/1,0,0,796641,2025,Mar,1
Noor,ISP's Colocation,Others,2025/Mar/1,391949,391949,421818,2025,Mar,1
Yalla Misr,ISP's Colocation,Others,2025/Mar/1,0,0,248727,2025,Mar,1
International Services,,,2025/Mar/1,33928255,33928255,49117741,2025,Mar,1
IPT,,,2025/Mar/1,0,0,849912,2025,Mar,1
Orange Data,IPT,Orange,2025/Mar/1,0,0,0,2025,Mar,1
Vodafone Data,IPT,Vodafone,2025/Mar/1,0,0,0,2025,Mar,1
NOL,IPT,Etisalat,2025/Mar/1,0,0,379425,2025,Mar,1
EGY Net,IPT,Etisalat,2025/Mar/1,0,0,0,2025,Mar,1
Noor,IPT,Others,2025/Mar/1,0,0,0,2025,Mar,1
Etisal,IPT,Etisalat,2025/Mar/1,0,0,470487,2025,Mar,1
IPLCs ,,,2025/Mar/1,33928255,33928255,48267829,2025,Mar,1
Orange Data,IPLCs ,Orange,2025/Mar/1,6900784,6900784,11842284,2025,Mar,1
Vodafone Data,IPLCs ,Vodafone,2025/Mar/1,13019590,13019590,20157019,2025,Mar,1
NOL,IPLCs ,Etisalat,2025/Mar/1,14007881,14007881,8546006,2025,Mar,1
EGY Net,IPLCs ,Etisalat,2025/Mar/1,0,0,7712654,2025,Mar,1
Mena,IPLCs ,Others,2025/Mar/1,0,0,0,2025,Mar,1
others,IPLCs ,Others,2025/Mar/1,0,0,9865,2025,Mar,1
 Access Service,,,2025/Mar/1,297871673,297871673,298647755,2025,Mar,1
Local Loop ,,,2025/Mar/1,8570874,8570874,10997959,2025,Mar,1
Orange Data,Local Loop ,Orange,2025/Mar/1,1679678,1679678,2758265,2025,Mar,1
Vodafone Data,Local Loop ,Vodafone,2025/Mar/1,4456185,4456185,4939245,2025,Mar,1
NOL,Local Loop ,Etisalat,2025/Mar/1,885824,885824,967899,2025,Mar,1
EGY Net,Local Loop ,Etisalat,2025/Mar/1,898878,898878,1682303,2025,Mar,1
Noor,Local Loop ,Others,2025/Mar/1,650310,650310,650247,2025,Mar,1
Yalla Misr,Local Loop ,Others,2025/Mar/1,0,0,0,2025,Mar,1
ADSL ,,,2025/Mar/1,294309,294309,92665,2025,Mar,1
Orange Data,ADSL ,Orange,2025/Mar/1,69379,69379,23500,2025,Mar,1
Vodafone Data,ADSL ,Vodafone,2025/Mar/1,103171,103171,28455,2025,Mar,1
NOL,ADSL ,Etisalat,2025/Mar/1,116970,116970,38555,2025,Mar,1
EGY Net,ADSL ,Etisalat,2025/Mar/1,0,0,0,2025,Mar,1
Noor,ADSL ,Others,2025/Mar/1,4790,4790,2155,2025,Mar,1
Yalla Misr,ADSL ,Others,2025/Mar/1,0,0,0,2025,Mar,1
Bit stream ,,,2025/Mar/1,248720768,248720768,235857456,2025,Mar,1
Orange Data,Bit stream ,Orange,2025/Mar/1,59645556,59645556,67804243,2025,Mar,1
Vodafone Data,Bit stream ,Vodafone,2025/Mar/1,130500121,130500121,115874416,2025,Mar,1
NOL,Bit stream ,Etisalat,2025/Mar/1,57333245,57333245,50868815,2025,Mar,1
EGY Net,Bit stream ,Etisalat,2025/Mar/1,0,0,0,2025,Mar,1
Noor,Bit stream ,Others,2025/Mar/1,1241846,1241846,1309982,2025,Mar,1
Yalla Misr,Bit stream ,Others,2025/Mar/1,0,0,0,2025,Mar,1
FTTS,,,2025/Mar/1,24036667,24036667,26649608,2025,Mar,1
Orange,FTTS,Orange,2025/Mar/1,0,0,0,2025,Mar,1
Vodafone,FTTS,Vodafone,2025/Mar/1,16110000,16110000,2018841,2025,Mar,1
Etisalat,FTTS,Etisalat,2025/Mar/1,7926667,7926667,24630768,2025,Mar,1
Fiber Access,,,2025/Mar/1,16249054,16249054,25050066,2025,Mar,1
Orange Data,Fiber Access,Orange,2025/Mar/1,4122684,4122684,3709253,2025,Mar,1
Vodafone Data,Fiber Access,Vodafone,2025/Mar/1,9108246,9108246,13206320,2025,Mar,1
NOL,Fiber Access,Etisalat,2025/Mar/1,1988910,1988910,3376189,2025,Mar,1
Noor,Fiber Access,Others,2025/Mar/1,1029213,1029213,3344508,2025,Mar,1
EGY Net,Fiber Access,Etisalat,2025/Mar/1,0,0,1413797,2025,Mar,1
INT'L OG ,,,2025/Mar/1,7032821,7032821,6937243,2025,Mar,1
INT'L OG ,,,2025/Mar/1,0,0,0,2025,Mar,1
Orange,INT'L OG ,Orange,2025/Mar/1,0,0,0,2025,Mar,1
Vodafone,INT'L OG ,Vodafone,2025/Mar/1,0,0,0,2025,Mar,1
ITFS,,,2025/Mar/1,6032821,6032821,6223859,2025,Mar,1
Etisalat,ITFS,Etisalat,2025/Mar/1,6032821,6032821,6223859,2025,Mar,1
FVNO,,,2025/Mar/1,1000000,1000000,6168,2025,Mar,1
Etisalat,FVNO,Etisalat,2025/Mar/1,1000000,1000000,6168,2025,Mar,1
Vodafone,FVNO,Vodafone,2025/Mar/1,0,0,0,2025,Mar,1
RNR,,,2025/Mar/2,0,0,707217,2025,Mar,1
Orange,RNR,Orange,2025/Mar/3,0,0,707217,2025,Mar,1
Vodafone,RNR,Vodafone,2025/Mar/4,0,0,0,2025,Mar,1
Etisalat,RNR,Etisalat,2025/Mar/5,0,0,0,2025,Mar,1
Total  Revenues ,,,2025/Apr/1,690187713,690187713,739956679,2025,Apr,1
 Infrastructure Revenues,,,2025/Apr/1,368960798,368960798,437095079,2025,Apr,1
 Transmission Revenues,,,2025/Apr/1,259664111,259664111,301150009,2025,Apr,1
MNO's Transmission,,,2025/Apr/1,217385000,217385000,251253765,2025,Apr,1
Orange,MNO's Transmission,Orange,2025/Apr/1,59095833,59095833,91342583,2025,Apr,1
Vodafone,MNO's Transmission,Vodafone,2025/Apr/1,80226667,80226667,81847265,2025,Apr,1
Etisalat,MNO's Transmission,Etisalat,2025/Apr/1,78062500,78062500,78063917,2025,Apr,1
TX IRU ,,,2025/Apr/1,0,0,5907908,2025,Apr,1
Orange,TX IRU ,Orange,2025/Apr/1,0,0,4128250,2025,Apr,1
Vodafone,TX IRU ,Vodafone,2025/Apr/1,0,0,0,2025,Apr,1
Etisalat,TX IRU ,Etisalat,2025/Apr/1,0,0,1516500,2025,Apr,1
NCTS,TX IRU ,Others,2025/Apr/1,0,0,263158,2025,Apr,1
ISP's Transmission ,,,2025/Apr/1,42279111,42279111,43988336,2025,Apr,1
Orange Data,ISP's Transmission ,Orange,2025/Apr/1,3070833,3070833,4514397,2025,Apr,1
Vodafone Data,ISP's Transmission ,Vodafone,2025/Apr/1,10940000,10940000,10957737,2025,Apr,1
NOL,ISP's Transmission ,Etisalat,2025/Apr/1,24980000,24980000,24980000,2025,Apr,1
EGY Net,ISP's Transmission ,Etisalat,2025/Apr/1,1040833,1040833,1040833,2025,Apr,1
Noor,ISP's Transmission ,Others,2025/Apr/1,2145652,2145652,2370934,2025,Apr,1
Yalla Misr,ISP's Transmission ,Others,2025/Apr/1,0,0,0,2025,Apr,1
VSAT,ISP's Transmission ,Others,2025/Apr/1,101792,101792,124434,2025,Apr,1
 Colocation  Revenues,,,2025/Apr/1,75098493,75098493,86994062,2025,Apr,1
MNO's Colocation,,,2025/Apr/1,65075116,65075116,74369009,2025,Apr,1
Orange,MNO's Colocation,Orange,2025/Apr/1,17057343,17057343,18354717,2025,Apr,1
Vodafone,MNO's Colocation,Vodafone,2025/Apr/1,29222807,29222807,34798721,2025,Apr,1
Etisalat,MNO's Colocation,Etisalat,2025/Apr/1,18794966,18794966,21215571,2025,Apr,1
ISP's Colocation,,,2025/Apr/1,10023377,10023377,12625053,2025,Apr,1
Orange Data,ISP's Colocation,Orange,2025/Apr/1,3079675,3079675,3898889,2025,Apr,1
Vodafone Data,ISP's Colocation,Vodafone,2025/Apr/1,4806733,4806733,6239726,2025,Apr,1
NOL,ISP's Colocation,Etisalat,2025/Apr/1,1746588,1746588,1415017,2025,Apr,1
EGY Net,ISP's Colocation,Etisalat,2025/Apr/1,0,0,635522,2025,Apr,1
Noor,ISP's Colocation,Others,2025/Apr/1,390381,390381,435899,2025,Apr,1
Yalla Misr,ISP's Colocation,Others,2025/Apr/1,0,0,0,2025,Apr,1
International Services,,,2025/Apr/1,34198194,34198194,48951009,2025,Apr,1
IPT,,,2025/Apr/1,0,0,849240,2025,Apr,1
Orange Data,IPT,Orange,2025/Apr/1,0,0,0,2025,Apr,1
Vodafone Data,IPT,Vodafone,2025/Apr/1,0,0,0,2025,Apr,1
NOL,IPT,Etisalat,2025/Apr/1,0,0,379125,2025,Apr,1
EGY Net,IPT,Etisalat,2025/Apr/1,0,0,0,2025,Apr,1
Noor,IPT,Others,2025/Apr/1,0,0,0,2025,Apr,1
Etisal,IPT,Etisalat,2025/Apr/1,0,0,470115,2025,Apr,1
IPLCs ,,,2025/Apr/1,34198194,34198194,48101769,2025,Apr,1
Orange Data,IPLCs ,Orange,2025/Apr/1,6866027,6866027,11834445,2025,Apr,1
Vodafone Data,IPLCs ,Vodafone,2025/Apr/1,13155073,13155073,20152996,2025,Apr,1
NOL,IPLCs ,Etisalat,2025/Apr/1,14177094,14177094,8545916,2025,Apr,1
EGY Net,IPLCs ,Etisalat,2025/Apr/1,0,0,7558554,2025,Apr,1
Mena,IPLCs ,Others,2025/Apr/1,0,0,0,2025,Apr,1
others,IPLCs ,Others,2025/Apr/1,0,0,9857,2025,Apr,1
 Access Service,,,2025/Apr/1,314047334,314047334,296025121,2025,Apr,1
Local Loop ,,,2025/Apr/1,8509523,8509523,10954897,2025,Apr,1
Orange Data,Local Loop ,Orange,2025/Apr/1,1595694,1595694,2438716,2025,Apr,1
Vodafone Data,Local Loop ,Vodafone,2025/Apr/1,4500747,4500747,4994440,2025,Apr,1
NOL,Local Loop ,Etisalat,2025/Apr/1,881395,881395,1110998,2025,Apr,1
EGY Net,Local Loop ,Etisalat,2025/Apr/1,894383,894383,1717969,2025,Apr,1
Noor,Local Loop ,Others,2025/Apr/1,637304,637304,692774,2025,Apr,1
Yalla Misr,Local Loop ,Others,2025/Apr/1,0,0,0,2025,Apr,1
ADSL ,,,2025/Apr/1,284739,284739,77605,2025,Apr,1
Orange Data,ADSL ,Orange,2025/Apr/1,66603,66603,19950,2025,Apr,1
Vodafone Data,ADSL ,Vodafone,2025/Apr/1,100076,100076,21540,2025,Apr,1
NOL,ADSL ,Etisalat,2025/Apr/1,113461,113461,34305,2025,Apr,1
EGY Net,ADSL ,Etisalat,2025/Apr/1,0,0,0,2025,Apr,1
Noor,ADSL ,Others,2025/Apr/1,4598,4598,1810,2025,Apr,1
Yalla Misr,ADSL ,Others,2025/Apr/1,0,0,0,2025,Apr,1
Bit stream ,,,2025/Apr/1,248720768,248720768,233915600,2025,Apr,1
Orange Data,Bit stream ,Orange,2025/Apr/1,59645556,59645556,65609082,2025,Apr,1
Vodafone Data,Bit stream ,Vodafone,2025/Apr/1,130500121,130500121,116693919,2025,Apr,1
NOL,Bit stream ,Etisalat,2025/Apr/1,57333245,57333245,50311197,2025,Apr,1
EGY Net,Bit stream ,Etisalat,2025/Apr/1,0,0,0,2025,Apr,1
Noor,Bit stream ,Others,2025/Apr/1,1241846,1241846,1301402,2025,Apr,1
Yalla Misr,Bit stream ,Others,2025/Apr/1,0,0,0,2025,Apr,1
FTTS,,,2025/Apr/1,40146667,40146667,26390955,2025,Apr,1
Orange,FTTS,Orange,2025/Apr/1,0,0,9070543,2025,Apr,1
Vodafone,FTTS,Vodafone,2025/Apr/1,32220000,32220000,10900912,2025,Apr,1
Etisalat,FTTS,Etisalat,2025/Apr/1,7926667,7926667,6419500,2025,Apr,1
Fiber Access,,,2025/Apr/1,16385637,16385637,24686064,2025,Apr,1
Orange Data,Fiber Access,Orange,2025/Apr/1,4154136,4154136,4534770,2025,Apr,1
Vodafone Data,Fiber Access,Vodafone,2025/Apr/1,9176133,9176133,14306157,2025,Apr,1
NOL,Fiber Access,Etisalat,2025/Apr/1,2029244,2029244,2891335,2025,Apr,1
Noor,Fiber Access,Others,2025/Apr/1,1026126,1026126,1308447,2025,Apr,1
EGY Net,Fiber Access,Etisalat,2025/Apr/1,0,0,1645356,2025,Apr,1
INT'L OG ,,,2025/Apr/1,7179581,7179581,6836479,2025,Apr,1
INT'L OG ,,,2025/Apr/1,0,0,0,2025,Apr,1
Orange,INT'L OG ,Orange,2025/Apr/1,0,0,0,2025,Apr,1
Vodafone,INT'L OG ,Vodafone,2025/Apr/1,0,0,0,2025,Apr,1
ITFS,,,2025/Apr/1,6179581,6179581,6070687,2025,Apr,1
Etisalat,ITFS,Etisalat,2025/Apr/1,6179581,6179581,6070687,2025,Apr,1
FVNO,,,2025/Apr/1,1000000,1000000,47891,2025,Apr,1
Etisalat,FVNO,Etisalat,2025/Apr/1,1000000,1000000,44641,2025,Apr,1
Vodafone,FVNO,Vodafone,2025/Apr/1,0,0,3250,2025,Apr,1
RNR,,,2025/Apr/2,0,0,717900,2025,Apr,1
Orange,RNR,Orange,2025/Apr/3,0,0,717900,2025,Apr,1
Vodafone,RNR,Vodafone,2025/Apr/4,0,0,0,2025,Apr,1
Etisalat,RNR,Etisalat,2025/Apr/5,0,0,0,2025,Apr,1
Total  Revenues ,,,2025/May/1,691583394,691583394,878389494,2025,May,1
 Infrastructure Revenues,,,2025/May/1,370252442,370252442,474039790,2025,May,1
 Transmission Revenues,,,2025/May/1,259642553,259642553,301177868,2025,May,1
MNO's Transmission,,,2025/May/1,217385000,217385000,251253765,2025,May,1
Orange,MNO's Transmission,Orange,2025/May/1,59095833,59095833,91342583,2025,May,1
Vodafone,MNO's Transmission,Vodafone,2025/May/1,80226667,80226667,81847265,2025,May,1
Etisalat,MNO's Transmission,Etisalat,2025/May/1,78062500,78062500,78063917,2025,May,1
TX IRU ,,,2025/May/1,0,0,5934708,2025,May,1
Orange,TX IRU ,Orange,2025/May/1,0,0,4147850,2025,May,1
Vodafone,TX IRU ,Vodafone,2025/May/1,0,0,0,2025,May,1
Etisalat,TX IRU ,Etisalat,2025/May/1,0,0,1523700,2025,May,1
NCTS,TX IRU ,Others,2025/May/1,0,0,263158,2025,May,1
ISP's Transmission ,,,2025/May/1,42257553,42257553,43989396,2025,May,1
Orange Data,ISP's Transmission ,Orange,2025/May/1,3070833,3070833,4514397,2025,May,1
Vodafone Data,ISP's Transmission ,Vodafone,2025/May/1,10940000,10940000,10957737,2025,May,1
NOL,ISP's Transmission ,Etisalat,2025/May/1,24980000,24980000,24980000,2025,May,1
EGY Net,ISP's Transmission ,Etisalat,2025/May/1,1040833,1040833,1040833,2025,May,1
Noor,ISP's Transmission ,Others,2025/May/1,2124196,2124196,2370935,2025,May,1
Yalla Misr,ISP's Transmission ,Others,2025/May/1,0,0,0,2025,May,1
VSAT,ISP's Transmission ,Others,2025/May/1,101691,101691,125494,2025,May,1
 Colocation  Revenues,,,2025/May/1,76411695,76411695,121166642,2025,May,1
MNO's Colocation,,,2025/May/1,66378033,66378033,74570361,2025,May,1
Orange,MNO's Colocation,Orange,2025/May/1,17364375,17364375,18526311,2025,May,1
Vodafone,MNO's Colocation,Vodafone,2025/May/1,29748817,29748817,34791559,2025,May,1
Etisalat,MNO's Colocation,Etisalat,2025/May/1,19264840,19264840,21252491,2025,May,1
ISP's Colocation,,,2025/May/1,10033662,10033662,46596281,2025,May,1
Orange Data,ISP's Colocation,Orange,2025/May/1,3085834,3085834,3898889,2025,May,1
Vodafone Data,ISP's Colocation,Vodafone,2025/May/1,4821153,4821153,6219265,2025,May,1
NOL,ISP's Colocation,Etisalat,2025/May/1,1737856,1737856,1407277,2025,May,1
EGY Net,ISP's Colocation,Etisalat,2025/May/1,0,0,636022,2025,May,1
Noor,ISP's Colocation,Others,2025/May/1,388820,388820,436454,2025,May,1
Yalla Misr,ISP's Colocation,Others,2025/May/1,0,0,33998374,2025,May,1
International Services,,,2025/May/1,34198194,34198194,51695279,2025,May,1
IPT,,,2025/May/1,0,0,853272,2025,May,1
Orange Data,IPT,Orange,2025/May/1,0,0,0,2025,May,1
Vodafone Data,IPT,Vodafone,2025/May/1,0,0,0,2025,May,1
NOL,IPT,Etisalat,2025/May/1,0,0,380925,2025,May,1
EGY Net,IPT,Etisalat,2025/May/1,0,0,0,2025,May,1
Noor,IPT,Others,2025/May/1,0,0,0,2025,May,1
Etisal,IPT,Etisalat,2025/May/1,0,0,472347,2025,May,1
IPLCs ,,,2025/May/1,34198194,34198194,50842007,2025,May,1
Orange Data,IPLCs ,Orange,2025/May/1,6866027,6866027,11923155,2025,May,1
Vodafone Data,IPLCs ,Vodafone,2025/May/1,13155073,13155073,20165887,2025,May,1
NOL,IPLCs ,Etisalat,2025/May/1,14177094,14177094,8546458,2025,May,1
EGY Net,IPLCs ,Etisalat,2025/May/1,0,0,10196603,2025,May,1
Mena,IPLCs ,Others,2025/May/1,0,0,0,2025,May,1
others,IPLCs ,Others,2025/May/1,0,0,9904,2025,May,1
 Access Service,,,2025/May/1,314120473,314120473,397434539,2025,May,1
Local Loop ,,,2025/May/1,8453120,8453120,10265087,2025,May,1
Orange Data,Local Loop ,Orange,2025/May/1,1515909,1515909,2164831,2025,May,1
Vodafone Data,Local Loop ,Vodafone,2025/May/1,4545755,4545755,4949258,2025,May,1
NOL,Local Loop ,Etisalat,2025/May/1,876988,876988,988660,2025,May,1
EGY Net,Local Loop ,Etisalat,2025/May/1,889911,889911,1525697,2025,May,1
Noor,Local Loop ,Others,2025/May/1,624558,624558,636640,2025,May,1
Yalla Misr,Local Loop ,Others,2025/May/1,0,0,0,2025,May,1
ADSL ,,,2025/May/1,275484,275484,69180,2025,May,1
Orange Data,ADSL ,Orange,2025/May/1,63939,63939,17465,2025,May,1
Vodafone Data,ADSL ,Vodafone,2025/May/1,97074,97074,18955,2025,May,1
NOL,ADSL ,Etisalat,2025/May/1,110057,110057,31110,2025,May,1
EGY Net,ADSL ,Etisalat,2025/May/1,0,0,0,2025,May,1
Noor,ADSL ,Others,2025/May/1,4414,4414,1650,2025,May,1
Yalla Misr,ADSL ,Others,2025/May/1,0,0,0,2025,May,1
Bit stream ,,,2025/May/1,248720768,248720768,240051173,2025,May,1
Orange Data,Bit stream ,Orange,2025/May/1,59645556,59645556,67746859,2025,May,1
Vodafone Data,Bit stream ,Vodafone,2025/May/1,130500121,130500121,119733346,2025,May,1
NOL,Bit stream ,Etisalat,2025/May/1,57333245,57333245,51243420,2025,May,1
EGY Net,Bit stream ,Etisalat,2025/May/1,0,0,0,2025,May,1
Noor,Bit stream ,Others,2025/May/1,1241846,1241846,1327549,2025,May,1
Yalla Misr,Bit stream ,Others,2025/May/1,0,0,0,2025,May,1
FTTS,,,2025/May/1,40146667,40146667,106357663,2025,May,1
Orange,FTTS,Orange,2025/May/1,0,0,10424635,2025,May,1
Vodafone,FTTS,Vodafone,2025/May/1,32220000,32220000,89513528,2025,May,1
Etisalat,FTTS,Etisalat,2025/May/1,7926667,7926667,6419500,2025,May,1
Fiber Access,,,2025/May/1,16524434,16524434,40691437,2025,May,1
Orange Data,Fiber Access,Orange,2025/May/1,4185901,4185901,10361868,2025,May,1
Vodafone Data,Fiber Access,Vodafone,2025/May/1,9244698,9244698,20545834,2025,May,1
NOL,Fiber Access,Etisalat,2025/May/1,2070787,2070787,4121522,2025,May,1
Noor,Fiber Access,Others,2025/May/1,1023047,1023047,1308447,2025,May,1
EGY Net,Fiber Access,Etisalat,2025/May/1,0,0,4353766,2025,May,1
INT'L OG ,,,2025/May/1,7210479,7210479,6915165,2025,May,1
INT'L OG ,,,2025/May/1,0,0,0,2025,May,1
Orange,INT'L OG ,Orange,2025/May/1,0,0,0,2025,May,1
Vodafone,INT'L OG ,Vodafone,2025/May/1,0,0,0,2025,May,1
ITFS,,,2025/May/1,6210479,6210479,6013264,2025,May,1
Etisalat,ITFS,Etisalat,2025/May/1,6210479,6210479,6013264,2025,May,1
FVNO,,,2025/May/1,1000000,1000000,222402,2025,May,1
Etisalat,FVNO,Etisalat,2025/May/1,1000000,1000000,60470,2025,May,1
Vodafone,FVNO,Vodafone,2025/May/1,0,0,161932,2025,May,1
RNR,,,2025/May/2,0,0,679499,2025,May,1
Orange,RNR,Orange,2025/May/3,0,0,679499,2025,May,1
Vodafone,RNR,Vodafone,2025/May/4,0,0,0,2025,May,1
Etisalat,RNR,Etisalat,2025/May/5,0,0,0,2025,May,1
Total  Revenues ,,,2025/Jun/1,702192271,702192271,739950074,2025,Jun,1
 Infrastructure Revenues,,,2025/Jun/1,380749823,380749823,437327134,2025,Jun,1
 Transmission Revenues,,,2025/Jun/1,268896209,268896209,301059550,2025,Jun,1
MNO's Transmission,,,2025/Jun/1,217385000,217385000,251253765,2025,Jun,1
Orange,MNO's Transmission,Orange,2025/Jun/1,59095833,59095833,91342583,2025,Jun,1
Vodafone,MNO's Transmission,Vodafone,2025/Jun/1,80226667,80226667,81847265,2025,Jun,1
Etisalat,MNO's Transmission,Etisalat,2025/Jun/1,78062500,78062500,78063917,2025,Jun,1
TX IRU ,,,2025/Jun/1,9275000,9275000,5819691,2025,Jun,1
Orange,TX IRU ,Orange,2025/Jun/1,0,0,4063733,2025,Jun,1
Vodafone,TX IRU ,Vodafone,2025/Jun/1,0,0,0,2025,Jun,1
Etisalat,TX IRU ,Etisalat,2025/Jun/1,9275000,9275000,1492800,2025,Jun,1
NCTS,TX IRU ,Others,2025/Jun/1,0,0,263158,2025,Jun,1
ISP's Transmission ,,,2025/Jun/1,42236209,42236209,43986093,2025,Jun,1
Orange Data,ISP's Transmission ,Orange,2025/Jun/1,3070833,3070833,4514397,2025,Jun,1
Vodafone Data,ISP's Transmission ,Vodafone,2025/Jun/1,10940000,10940000,10957737,2025,Jun,1
NOL,ISP's Transmission ,Etisalat,2025/Jun/1,24980000,24980000,24980000,2025,Jun,1
EGY Net,ISP's Transmission ,Etisalat,2025/Jun/1,1040833,1040833,1040833,2025,Jun,1
Noor,ISP's Transmission ,Others,2025/Jun/1,2102954,2102954,2370934,2025,Jun,1
Yalla Misr,ISP's Transmission ,Others,2025/Jun/1,0,0,0,2025,Jun,1
VSAT,ISP's Transmission ,Others,2025/Jun/1,101589,101589,122192,2025,Jun,1
 Colocation  Revenues,,,2025/Jun/1,77655420,77655420,85362757,2025,Jun,1
MNO's Colocation,,,2025/Jun/1,67611367,67611367,72745951,2025,Jun,1
Orange,MNO's Colocation,Orange,2025/Jun/1,17676934,17676934,16799012,2025,Jun,1
Vodafone,MNO's Colocation,Vodafone,2025/Jun/1,30284296,30284296,34686452,2025,Jun,1
Etisalat,MNO's Colocation,Etisalat,2025/Jun/1,19650137,19650137,21260488,2025,Jun,1
ISP's Colocation,,,2025/Jun/1,10044053,10044053,12616806,2025,Jun,1
Orange Data,ISP's Colocation,Orange,2025/Jun/1,3092006,3092006,3926897,2025,Jun,1
Vodafone Data,ISP's Colocation,Vodafone,2025/Jun/1,4835617,4835617,6078826,2025,Jun,1
NOL,ISP's Colocation,Etisalat,2025/Jun/1,1729166,1729166,1418307,2025,Jun,1
EGY Net,ISP's Colocation,Etisalat,2025/Jun/1,0,0,779850,2025,Jun,1
Noor,ISP's Colocation,Others,2025/Jun/1,387264,387264,412927,2025,Jun,1
Yalla Misr,ISP's Colocation,Others,2025/Jun/1,0,0,0,2025,Jun,1
International Services,,,2025/Jun/1,34198194,34198194,50904827,2025,Jun,1
IPT,,,2025/Jun/1,0,0,835968,2025,Jun,1
Orange Data,IPT,Orange,2025/Jun/1,0,0,0,2025,Jun,1
Vodafone Data,IPT,Vodafone,2025/Jun/1,0,0,0,2025,Jun,1
NOL,IPT,Etisalat,2025/Jun/1,0,0,373200,2025,Jun,1
EGY Net,IPT,Etisalat,2025/Jun/1,0,0,0,2025,Jun,1
Noor,IPT,Others,2025/Jun/1,0,0,0,2025,Jun,1
Etisal,IPT,Etisalat,2025/Jun/1,0,0,462768,2025,Jun,1
IPLCs ,,,2025/Jun/1,34198194,34198194,50068859,2025,Jun,1
Orange Data,IPLCs ,Orange,2025/Jun/1,6866027,6866027,11745041,2025,Jun,1
Vodafone Data,IPLCs ,Vodafone,2025/Jun/1,13155073,13155073,18831719,2025,Jun,1
NOL,IPLCs ,Etisalat,2025/Jun/1,14177094,14177094,8544130,2025,Jun,1
EGY Net,IPLCs ,Etisalat,2025/Jun/1,0,0,10938265,2025,Jun,1
Mena,IPLCs ,Others,2025/Jun/1,0,0,0,2025,Jun,1
others,IPLCs ,Others,2025/Jun/1,0,0,9703,2025,Jun,1
 Access Service,,,2025/Jun/1,314200916,314200916,289226410,2025,Jun,1
Local Loop ,,,2025/Jun/1,8401457,8401457,10830313,2025,Jun,1
